name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication,detection_type,mass_measurement_type,radius_measurement_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names
TOI-849 b,Confirmed,0.1315,0.0079,0.0079,,,,0.30726,0.01026,0.01401,0.765548,5.3e-05,5.3e-05,0.0155,0.0003,0.0003,0.0,0.0,0.0,86.8,2.4,2.1,,2020,2024-05-29,360.0,0.0,0.0,,,,,,,2458871.681,0.0083,0.0083,,,,,,,0.212,0.14,0.145,,,,29.7,1.5,1.5,1800.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,TOI-849,28.715795850597,-29.4217085679224,11.98,,,,10.42,225.2,5.8,6.1,0.19,0.03,0.03,0.929,0.023,0.023,0.919,0.022,0.031,G,6.7,2.4,2.8,5375.3,41.4,41.8,,,TIC 33595516
TOI-852 b,Confirmed,53.7,1.3,1.3,,,,0.75,0.03,0.03,4.94561,8e-05,8e-05,,,,,,,,,,,2020,2020-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,TOI-852,24.741666686,-7.281111128,,,,,,,,,0.3,0.08,0.08,,,,,,,,,,,5746.0,51.0,51.0,,,
TOI-858 Bb,Confirmed,1.1,0.08,0.08,,,,1.255,0.04,0.04,3.2797178,1.4e-06,1.4e-06,0.04445,0.001,0.001,0.15,0.15,0.0,86.8,0.5,0.5,,2023,2025-08-01,,,,,,,,,,2458386.45235,0.0003,0.0003,,,,,,,0.419,0.06,0.05,,,,143.0,7.0,7.0,1530.0,23.0,23.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,TOI-858 B,60.200000016,-54.592777797,11.2,,,,,251.7,0.5,0.5,0.15,0.09,0.09,1.08,0.07,0.076,1.3,0.038,0.038,G0IV-V,6.8,2.5,2.9,5842.0,80.0,80.0,,,
TOI-871 b,Confirmed,0.012,0.0044,0.0085,,,,0.1481,0.0098,0.0098,14.362565,9e-05,9e-05,0.1054,0.002,0.002,,,,89.26,3.9,0.5,,2023,2023-11-02,,,,,,,,,,2458417.053,0.0029,0.0029,,,,,,,0.3,0.2,0.7,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,,,TOI-871,74.737500019,-50.627500020999996,10.6,,,,,68.04,0.15,0.15,-0.07,0.24,0.24,0.758,0.046,0.046,0.719,0.025,0.025,,5.9,4.2,5.0,4929.0,80.0,80.0,,,
TOI-880 Ab,Confirmed,0.0098,0.0019,0.0019,,,,0.1954,0.0098,0.0098,2.57571,0.00012,0.00028,0.0349,0.0019,0.0019,,,,87.8,0.95,1.3,,2024,2025-07-23,,,,,,,,,,2400.6128,0.0093,0.02,,,,,,,0.35,0.2,0.14,,,,,,,1085.0,29.0,31.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,TOI-880.02,,TOI-880 A,94.16416666666667,-13.987333333333334,10.0,,,,,60.67,0.11,0.11,0.23,0.06,0.06,0.87,0.03,0.03,0.83,0.03,0.03,K0V,5.2,3.3,4.1,5050.0,100.0,100.0,,,HD 43629
TOI-880 Ac,Confirmed,0.0717,0.0025,0.0025,,,,0.4416,0.018,0.018,6.3872703,7.3e-06,6.9e-06,0.0635,0.0036,0.0036,,,,88.2,0.3,0.32,,2025,2025-07-23,,,,,,,,,,2403.67511,0.0004,0.0004,,,,-7.4,7.2,6.8,0.517,0.07,0.064,,,,,,,805.0,23.0,25.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,TOI-880.01,,TOI-880 A,94.16416666666667,-13.987333333333334,10.0,,,,,60.67,0.11,0.11,0.23,0.06,0.06,0.87,0.03,0.03,0.83,0.03,0.03,K0V,5.2,3.3,4.1,5050.0,100.0,100.0,,,HD 43629
TOI-880 Ad,Confirmed,0.0412,0.0038,0.0038,,,,0.303,0.0187,0.0196,14.33201,0.00011,0.00011,0.1098,0.006,0.006,,,,88.161,0.1,0.09,,2025,2025-07-23,,,,,,,,,,2406.9736,0.0025,0.0027,,,,,,,0.915,0.016,0.013,,,,,,,612.0,17.0,18.0,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,TOI-880.03,,TOI-880 A,94.16416666666667,-13.987333333333334,10.0,,,,,60.67,0.11,0.11,0.23,0.06,0.06,0.87,0.03,0.03,0.83,0.03,0.03,K0V,5.2,3.3,4.1,5050.0,100.0,100.0,,,HD 43629
TOI-883 b,Confirmed,0.21,0.02,0.02,,,,0.99,0.04,0.04,12.846185,8e-05,8e-05,0.106,0.003,0.003,0.22,0.06,0.06,87.6,0.1,0.1,,2026,2026-02-21,,,,,,,,,,2458313.6375,0.00044,0.00044,,,,,,,0.74,0.03,0.03,,,,18.7,2.0,2.0,1040.0,20.0,20.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,TOI-883,103.36904166666667,-6.507836111111111,9.96,,,,,102.98,0.31,0.326,0.02,0.04,0.04,0.956,0.051,0.054,0.988,0.012,0.012,G3V,6.5,2.1,2.0,5697.0,80.0,80.0,,,"BD-06 1797, TIC 123846039, TYC 4813-492-1"
TOI-892 b,Confirmed,0.95,0.07,0.07,,,,1.07,0.02,0.02,10.62656,7e-05,7e-05,0.092,0.005,0.005,0.125,0.125,0.0,88.2,0.5,0.3,,2020,2024-09-06,,,,,,,,,,2458475.689,0.002,0.002,,,,-12.0,16.0,18.0,0.43,0.13,0.09,,,,74.0,5.0,5.0,1397.0,40.0,40.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,TOI-892,86.737500019,-11.235277784,11.46,,10.45,10.18,10.1,340.543,4.76,4.894,0.24,0.05,0.05,1.28,0.02,0.03,1.39,0.02,0.02,F7IV-V,2.2,0.5,0.5,6261.0,80.0,80.0,,,
TOI-899 b,Confirmed,0.12,0.01,0.01,,,,0.6,0.03,0.03,10.057716,1.6e-05,1.6e-05,0.0898,0.002,0.002,0.0,,,88.6,0.1,0.1,,2026,2026-02-19,,,,,,,,,,2458466.473,0.001,0.001,,,,,,,0.49,0.04,0.04,,,,11.9,0.95,0.95,1086.0,19.0,19.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,TOI-899,104.49245833333333,-70.52310555555556,12.2,,,,,307.7,1.89,1.89,0.1,0.04,0.04,0.972,0.053,0.054,1.086,0.012,0.013,G4V,8.4,2.0,2.0,5696.0,80.0,80.0,,,
TOI-905 Ab,Confirmed,0.667,0.042,0.042,,,,1.171,0.053,0.053,3.739494,3.8e-05,3.8e-05,0.04666,0.001,0.00096,0.024,0.017,0.025,85.68,0.26,0.22,,2019,2025-02-11,39.0,82.0,61.0,,,,,,,2458628.35101,0.00026,0.00026,,,,,,,0.816,0.012,0.012,,,,89.1,3.8,3.8,1192.0,36.0,36.0,,,,,,,Published in a refereed paper,Primary Transit,Spectrum,Primary Transit,,,TOI-905 A,227.658333346,-71.361666683,11.2,,,,,159.4,0.8,0.8,0.2,0.1,0.1,0.85,0.1,0.1,1.14,0.03,0.03,G8V,3.4,2.3,3.8,5300.0,100.0,100.0,,,
TOI-908 b,Confirmed,0.050773,0.01271,0.0129,,,,0.28424,0.01383,0.01383,3.183792,7e-06,7e-06,0.041657,2e-06,2e-06,,,,86.475,1.26,1.26,,2022,2023-06-19,,,,,,,,,,2459384.292,0.002,0.002,,,,,,,0.536,0.191,0.191,,,,7.244,1.768,1.768,1317.0,38.0,38.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,TOI-908,53.158333346,-81.250833339,11.3,,,,,175.7,0.59,4.21,0.08,0.04,0.04,0.95,0.01,0.01,1.028,0.03,0.03,G,4.6,1.5,1.5,5626.0,61.0,61.0,,,
TOI-912 b,Confirmed,0.016,0.0016,0.0016,,,,0.1722,0.0116,0.0116,4.6780691,1.7e-06,1.7e-06,0.041,0.001,0.001,0.58,0.02,0.02,88.7,0.8,0.8,,2025,2025-09-19,-169.0,9.0,9.0,,,,,,,2458628.4061,0.0004,0.0004,,,,,,,0.34,0.22,0.22,,,,4.29,0.39,0.39,551.0,27.0,27.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,TOI-912,229.32858333333334,-80.47334444444445,12.67,,9.09,8.47,8.2,26.089,0.009,0.008,-0.19,0.07,0.07,0.418,0.03,0.03,0.419,0.028,0.028,M3V,0.8,,,3572.0,100.0,100.0,,,"L 20-1, TIC 406941612, 2MASS J15172165-8028225"
TOI-913 b,Confirmed,0.0208,,,,,,0.2192,0.009,0.0116,11.098644,0.00058,0.00059,,,,,,,89.64,0.9,0.6,,2019,2023-02-26,,,,,,,,,,2458625.2133,0.0024,0.0024,,,,,,,0.387,0.25,0.25,,,,2.1586,,,712.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,TOI-913,234.57340576353246,-80.80378574223857,,,,,,65.1769,0.1,0.1,,,,0.82,0.09,0.1,0.7325,0.05,0.05,,,,,4969.0,134.0,134.0,,,CD-80 565
TOI-942 b,Confirmed,2.599,2.596,0.0,,,,0.4291,0.018,0.018,4.32419,3e-05,3e-05,0.04796,0.00065,0.00073,0.0,,,89.97,0.51,0.34,,2021,2024-11-29,,,,,,,,,,2458441.5762,0.0021,0.0021,,,,,,,0.05,0.04,0.05,,,,370.0,370.0,0.0,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,TOI-942,76.650000012,-20.24555557,12.0,,,,,153.2732,0.693,0.693,0.0,0.0,0.0,0.88,0.04,0.04,0.893,0.052,0.071,,0.05,0.02,0.03,4969.0,100.0,100.0,,,
TOI-942 c,Confirmed,2.501,2.501,0.0,,,,0.5166,0.0161,0.017,10.15643,7.9e-05,6.9e-05,0.0847,0.0011,0.0012,0.0,,,89.54,0.42,0.68,,2020,2021-03-26,,,,,,,,,,2458447.0563,0.0023,0.0023,,,,,,,0.149,0.093,0.119,,,,284.0,284.0,0.0,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,TOI-942,76.650000012,-20.24555557,12.0,,,,,153.2732,0.693,0.693,0.0,0.0,0.0,0.88,0.04,0.04,0.893,0.052,0.071,,0.05,0.02,0.03,4969.0,100.0,100.0,,,
TOI-954 Ab,Confirmed,0.174,0.017,0.018,,,,0.852,0.062,0.053,3.6849729,2.8e-05,2.8e-05,0.04963,0.0009,0.0009,0.14,0.11,0.18,84.4,0.6,2.5,,2020,2024-08-01,276.0,174.0,9.0,,,,,,,2458411.90651,0.00078,0.00084,,,,,,,0.56,0.24,0.04,,,,20.7,2.0,2.0,1526.0,164.0,123.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,,,,TOI-954 A,61.941666682,-25.2088889,10.3,,9.18,8.89,8.78,235.7,3.0,3.0,0.215,0.051,0.051,1.201,0.066,0.066,1.892,0.077,0.077,G2IV,6.14,0.3,0.3,5710.0,49.0,53.0,,,
TOI-969 b,Confirmed,0.0286,0.003,0.003,,,,0.24668,0.009,0.008,1.8237305,2e-06,2e-06,0.02636,0.00017,0.00017,,,,86.75,0.4,0.4,,2022,2022-10-18,,,,,,,,,,2459248.37709,0.0004,0.00036,,,,,,,0.486,0.046,0.041,,,,5.75,0.62,0.67,941.0,30.0,30.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,TOI-969,115.137500011,2.098888903,12.0,,,,,77.83,0.14,0.14,0.175,0.019,0.019,0.734,0.014,0.014,0.671,0.015,0.015,K,4.76,4.19,4.19,4435.0,80.0,80.0,,,
TRAPPIST-1 b,Confirmed,0.0027,0.0023,0.0023,,,,0.09689,0.00031,0.00031,1.51087081,6e-05,6e-05,0.01111,0.00034,0.00034,0.0,0.0,0.081,89.65,0.27,0.27,,2016,2024-03-24,,,,,,,,,,2457322.51736,0.0001,0.0001,,,,8.0,32.0,32.0,0.126,0.078,0.092,,,,,,,400.1,7.7,7.7,503.0,,,,,,Published in a refereed paper,Primary Transit,TTV,Primary Transit,,H2O,TRAPPIST-1,346.620833343,-5.041388896,18.798,,,,10.296,12.1,0.4,0.4,0.04,0.08,0.08,0.08,0.007,0.007,0.117,0.004,0.004,M8,7.6,2.2,2.2,2560.0,55.0,55.0,,,2MASS J23062928-0502285
TRAPPIST-1 c,Confirmed,0.00434,0.0019,0.0019,,,,0.09421,0.00031,0.00031,2.4218233,1.7e-06,1.7e-06,0.01521,0.00047,0.00047,0.0,0.0,0.083,89.67,0.17,0.17,,2016,2023-06-20,,,,,,,,,,2457282.80728,0.00019,0.00019,,,,39.0,60.0,20.0,0.161,0.084,0.076,,,,,,,341.9,6.6,6.6,,,,,,,Published in a refereed paper,Primary Transit,TTV,Primary Transit,,"CO2, H2O",TRAPPIST-1,346.620833343,-5.041388896,18.798,,,,10.296,12.1,0.4,0.4,0.04,0.08,0.08,0.08,0.007,0.007,0.117,0.004,0.004,M8,7.6,2.2,2.2,2560.0,55.0,55.0,,,2MASS J23062928-0502285
TRAPPIST-1 d,Confirmed,0.0013,0.00085,0.00085,,,,0.0689,0.0027,0.0027,4.04961,6.3e-05,6.3e-05,0.02144,0.00063,0.00066,0.0,0.0,0.7,89.75,0.16,0.16,,2016,2022-11-23,,,,,,,,,,2457670.14165,0.00035,0.00035,,,,336.0,37.0,61.0,0.17,0.11,0.11,,,,,,,288.0,5.6,5.6,,,,,,,Published in a refereed paper,Primary Transit,TTV,Primary Transit,,H2O,TRAPPIST-1,346.620833343,-5.041388896,18.798,,,,10.296,12.1,0.4,0.4,0.04,0.08,0.08,0.08,0.007,0.007,0.117,0.004,0.004,M8,7.6,2.2,2.2,2560.0,55.0,55.0,,,2MASS J23062928-0502285
TRAPPIST-1 e,Confirmed,0.002,0.0018,0.0018,,,,0.0819,0.0035,0.0035,6.099615,1.1e-05,1.1e-05,0.02817,0.00087,0.00083,0.005,0.085,0.085,89.86,0.12,0.1,,2017,2024-12-25,,,,,,,,,,2457660.37859,0.00038,0.00038,,,,44.0,31.0,22.0,0.12,0.09,0.11,,,,,,,251.3,4.9,4.9,,,,,,,Published in a refereed paper,Primary Transit,TTV,Primary Transit,2MASS J23062928-0502285 e,"CO2, H2O",TRAPPIST-1,346.620833343,-5.041388896,18.798,,,,10.296,12.1,0.4,0.4,0.04,0.08,0.08,0.08,0.007,0.007,0.117,0.004,0.004,M8,7.6,2.2,2.2,2560.0,55.0,55.0,,,2MASS J23062928-0502285
TRAPPIST-1 f,Confirmed,0.0021,0.00057,0.00057,,,,0.09323,0.0034,0.0034,9.20669,1.5e-05,1.5e-05,0.0371,0.0011,0.0011,0.01,,,89.68,0.034,0.034,,2017,2024-12-25,,,,,,,,,,2457671.39767,0.00023,0.00023,,,,314.0,17.0,23.0,0.382,0.035,0.035,,,,,,,219.0,4.2,4.2,,,,,,,Published in a refereed paper,Primary Transit,TTV,Primary Transit,,H2O,TRAPPIST-1,346.620833343,-5.041388896,18.798,,,,10.296,12.1,0.4,0.4,0.04,0.08,0.08,0.08,0.007,0.007,0.117,0.004,0.004,M8,7.6,2.2,2.2,2560.0,55.0,55.0,,,2MASS J23062928-0502285
TRAPPIST-1 g,Confirmed,0.00422,0.0028,0.0028,,,,0.1005,0.0037,0.0037,12.35294,0.00012,0.00012,0.0451,0.0014,0.0014,0.002,,,89.71,0.025,0.025,,2017,2024-12-25,,,,,,,,,,2457665.34937,0.00021,0.00021,,,,4.0,23.0,23.0,0.421,0.031,0.031,,,,,,,198.6,3.8,3.8,,,,,,,Published in a refereed paper,Primary Transit,TTV,Primary Transit,,H2O,TRAPPIST-1,346.620833343,-5.041388896,18.798,,,,10.296,12.1,0.4,0.4,0.04,0.08,0.08,0.08,0.007,0.007,0.117,0.004,0.004,M8,7.6,2.2,2.2,2560.0,55.0,55.0,,,2MASS J23062928-0502285
TRAPPIST-1 h,Confirmed,0.001041,0.000154,0.000176,,,,0.0674,0.003,0.003,20.0,6.0,15.0,0.063,0.013,0.027,,,,89.8,0.05,0.1,,2017,2019-07-24,,,,,,,,,,2457662.55463,0.00056,0.00056,,,,,,,0.45,0.29,0.22,,,,,,,168.0,28.0,21.0,,,,,,,Published in a refereed paper,Primary Transit,,Primary Transit,,H2O,TRAPPIST-1,346.620833343,-5.041388896,18.798,,,,10.296,12.1,0.4,0.4,0.04,0.08,0.08,0.08,0.007,0.007,0.117,0.004,0.004,M8,7.6,2.2,2.2,2560.0,55.0,55.0,,,2MASS J23062928-0502285
TrES-1 Ab,Confirmed,0.761,0.05,0.05,,,,1.099,0.035,0.035,3.0300722,2e-07,2e-07,0.0393,0.0007,0.0007,0.0,,,88.4,0.3,0.3,0.00025,2004,2024-08-02,,,,,,,,,,2453186.80634,5.1e-05,5.1e-05,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,"TrES-1, TOI-1236.01",,TrES-1 A,286.0375,36.6325,11.79,,,,,159.66,0.73,0.73,0.0414,0.037,0.037,0.896,0.0957,0.118,0.857,0.053,0.038,K0V,3.7,2.8,3.4,5242.82,108.9,112.6,,,"GSC 02652-01324, FAE 1 A, ADM 4 A, TOI-1236, V672 Lyr"
TrES-2 Ab,Confirmed,1.253,0.052,0.052,,,,1.189,0.025,0.025,2.4706133738,1.87e-08,1.87e-08,0.03555,0.00075,0.00075,0.0,,,83.908,0.009,0.009,0.000162,2006,2024-07-29,,,,,,,,,,2453957.6355,1.29e-05,1.29e-05,,,,,,,,,,,,,,,,1455.0,,,,,,,,,Submitted to a professional journal,Primary Transit,,,"TrES-2, Kepler-1 Ab, Kepler-1 b, TOI-2140.01",,TrES-2 A,286.8083333,49.3163889,11.41,,,,,220.0,10.0,10.0,-0.15,0.1,0.1,0.98,0.062,0.062,1.0,0.036,0.036,G0V,5.1,2.7,2.7,5850.0,50.0,50.0,,,"Kepler-1, TOI-2140, GSC 03549-02811"
TrES-3 b,Confirmed,1.91,0.07,0.06,,,,1.305,0.09,0.09,1.30618608,3.8e-07,3.8e-07,0.0226,0.0013,0.0013,0.0,,,81.93,0.13,0.13,,2007,2022-09-13,,,,,,,,,,2454538.58069,0.00021,0.00021,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.12,,Published in a refereed paper,Primary Transit,,,TrES-3,,TrES-3,268.0291667,37.5461111,12.4,,,,,,,,-0.19,0.08,0.08,0.924,0.04,0.04,0.813,0.027,0.027,G,,,,5720.0,150.0,150.0,,,
TrES-4 Ab,Confirmed,0.917,0.07,0.07,,,,1.706,0.056,0.056,3.5539268,3.2e-06,3.2e-06,0.05084,0.0005,0.0005,0.0,,,82.81,0.37,0.37,0.000106,2007,2024-07-31,,,,,,,,,,2454230.90524,0.00062,0.00062,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Primary Transit,,,"TrES-4, TOI-2124.01",,TrES-4 A,268.3041667,37.2116667,11.592,,,,,479.0,26.0,26.0,0.14,0.09,0.09,1.388,0.042,0.042,1.798,0.052,0.052,F8IV,2.9,0.3,0.3,6200.0,75.0,75.0,,,"TOI-2124, GSC 02620-00648, DAE 11 A"
TrES-5 b,Confirmed,1.778,0.063,0.063,,,,1.209,0.021,0.021,1.4822446,7e-07,7e-07,0.02446,0.0001069,0.0001069,,,,84.529,0.005,0.005,6.8e-05,2011,2018-10-29,,,,,,,,,,2455443.25153,0.0001069,0.0001069,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,TrES-5,,TrES-5,305.2208333,59.4491667,13.72,,,,,360.0,11.0,11.0,0.2,0.08,0.08,0.893,0.024,0.024,0.866,0.013,0.013,,7.38,1.87,1.87,5171.0,36.0,36.0,,,
TYC 8252-533-1 b,Confirmed,52.0,11.0,17.0,,,,3.5,0.3,0.4,,,,570.0,,,,,,,,,,2022,2024-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,3092.0,91.0,186.0,,,,,,,Published in a refereed paper,Imaging,Spectrum,,,,TYC 8252-533-1,200.89949406807,-47.31295207299,11.2,,9.03,8.4,8.31,129.5,1.4,1.4,,,,1.2,,,1.54,,,K3Ve,0.005,,,4500.0,50.0,50.0,IR Excess,,"VSP 6, ASAS J132336-4718.7"
TYC 8998-760-1 b,Confirmed,14.0,3.0,3.0,,,,3.0,0.7,0.2,,,,146.0,10.0,16.0,0.44,0.18,0.17,90.6,1.0,1.1,,2020,2025-09-19,315.0,11.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,1727.0,127.0,172.0,,,,,,,Published in a refereed paper,Imaging,Spectrum,Flux,YSES 1 b,"13CO, CO, H2O",TYC 8998-760-1,201.30054167071,-64.93908057882,11.13,,,,,94.6,0.3,0.3,,,,1.0,0.02,0.02,,,,K3IV,0.0167,0.0014,0.0014,4573.0,10.0,10.0,,,YSES 1
TYC 9486-927-1 b,Confirmed,23.8,15.19,15.19,,,,1.39,0.19,0.19,,,,6900.0,,,,,,,,,,2008,2024-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,1663.0,135.0,135.0,1800.0,,,,,,Published in a refereed paper,Imaging,Spectrum,,2MASS J21265040-8140293,,TYC 9486-927-1,321.366666676,-81.64111113,9.0,9.64,8.24,7.56,7.34,34.1154,0.0809,0.0809,,,,0.644,0.02,0.02,0.6728,0.02,0.02,M1Ve,0.027,0.017,0.017,3592.0,157.0,157.0,,,FT Oct
USco 1610-1913 (AB)b,Confirmed,20.0,5.0,5.0,,,,3.87,0.12,0.24,,,,779.0,9.0,9.0,,,,,,,,2013,2024-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400.0,150.0,150.0,2542.0,,,,,,Published in a refereed paper,Imaging,Spectrum,Flux,,,USco 1610-1913,242.6333,-19.219055,13.56,,10.0,9.25,8.99,132.91,,,0.178,,,0.77,,,1.073,,,K7e,,,,4140.0,130.0,160.0,,,"KSA 93, [PGZ2001] J161031.9-191305"
UScoCTIO 55 b,Confirmed,70.0,20.0,20.0,,,,4.9,,,,,,17.63,0.09,0.09,,,,,,,0.1216,2000,2025-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,3480.0,,,,,,,,,Published in a refereed paper,"Imaging, Other",Spectrum,,"UScoCTIO 45 b, 2MASS J16024575-2304509 b",,UScoCTIO 55,240.690625,-23.080833333333334,18.73,,,,,145.0,,,,,,0.1,0.03,0.03,0.36,0.013,0.013,M5.5Ve,0.0015,0.0005,0.0005,2916.0,157.0,157.0,,,"UScoCTIO 45, 2MASS J16024575-2304509"
V2376 Ori b,Confirmed,20.0,10.0,10.0,,,,8.0,1.0,1.0,,,,71.0,21.0,21.0,,,,,,,,2025,2025-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100.0,300.0,200.0,2100.0,,,,,,Published in a refereed paper,Imaging,Spectrum,Flux,,,V2376 Ori,83.83979166666667,-5.35155,,,,,,304.0,42.0,42.0,,,,0.28,,,1.49,,,M3e,0.007,0.003,0.003,3483.0,,,,,
VHS 1256-1257 b,Confirmed,19.0,5.0,5.0,,,,1.25,0.5,0.5,,,,179.0,9.0,9.0,,,,23.0,13.0,10.0,,2015,2025-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1240.0,,,,,,Published in a refereed paper,Imaging,Astrometry,,VHS J125601.92-125723.9 b,"C, CH4, CO, CO2, H2O, K, Na, O",VHS 1256-1257,194.008333334,-12.956666691,17.8,,,,,12.7,1.0,1.0,,,,0.073,0.02,0.015,,,,M7.5,0.2,0.1,0.05,2620.0,140.0,140.0,,,VHS J125601.92-125723.9
WASP-100 Ab,Confirmed,2.03,0.12,0.12,,,,1.69,0.29,0.29,2.849375,8e-06,8e-06,0.0457,0.001,0.001,0.0,,,82.6,1.7,2.6,,2013,2024-08-01,,,,,,,,,,2456272.3395,0.0009,0.0009,,,,,,,,,,,,,,,,2099.0,38.0,38.0,2710.0,71.0,0.16,0.04,0.04,,Published in a refereed paper,Primary Transit,,,"TOI-106 b, TOI-106.01",,WASP-100 A,68.9583,-64.0269,10.8,,9.93,9.71,9.67,364.411,2.729,2.729,-0.03,0.1,0.1,1.44,0.243,0.243,1.774,0.0795,0.0795,F2IV-V,,,,6733.0,131.587,131.587,,,"TOI-106, 2MASS J04355033-6401373"
WASP-101 b,Confirmed,0.5,0.004,0.004,,,,1.36,0.04,0.04,3.5857076,1e-06,1e-06,0.0496,0.04,0.04,0.0,,,84.82,0.15,0.15,,2013,2024-08-02,,,,,,,,,,2458470.30368,0.0002,0.0002,,,,34.0,3.0,3.0,0.75,0.01,0.01,,,,54.0,4.0,4.0,1573.0,30.0,30.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-101,98.35,-23.4861,10.3,,,,,,,,0.2,0.12,0.12,1.34,0.07,0.07,1.29,0.04,0.04,F6,0.9,0.4,1.3,6400.0,110.0,110.0,,,
WASP-102 b,Confirmed,0.621,0.133,0.133,,,,1.33,0.05,0.05,2.709813,3e-07,3e-07,0.041,0.001,0.001,0.0,,,89.06,0.39,0.57,,2016,2025-04-14,,,,,,,,,,2456510.5872,0.0002,0.0002,,,,,,,0.11,0.04,0.06,,,,86.16,4.28,4.37,1671.0,65.0,65.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"TOI-6170 b, TOI-6170.01",,WASP-102,336.464362517,15.8567472446,12.7,,,,,535.689,15.62,15.62,-0.2,0.3,0.3,1.08,0.07,0.07,1.375,0.048,0.048,G0V,0.67,0.07,0.07,5990.0,100.0,100.0,,,"TOI-6170, TIC 51637609, 2MASS J2225144+1551242"
WASP-103 b,Confirmed,1.49,0.088,0.088,,,,1.528,0.047,0.073,0.925542,1.9e-05,1.9e-05,0.01985,0.00021,0.00021,,,,89.4,0.4,0.4,,2014,2024-04-04,,,,,,,,,,2457540.632,0.001,2.0,,,,2.0,36.0,36.0,,,,,,,,,,2508.0,,,,,0.13,0.09,0.09,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,"H2, H2O, K, Na",WASP-103,249.316666672,7.183333337,12.0,,,,,470.0,35.0,35.0,0.06,0.13,0.13,1.22,0.0039,0.0039,1.436,0.052,0.031,F8V,4.0,1.0,1.0,6110.0,100.0,100.0,,,
